cityKey,listingCount,medianListingPrice,meanListingPrice,medianPricePerSqFt,medianEstimatedMonthlyPayment,medianHouseholdIncome,medianHomeValueCensus,medianBedrooms,medianBathrooms,estimatedCapRate,environmentalRiskComposite,livabilityComposite,priceToIncomeRatio,monthlyAffordabilityIndexTown,town
leverett,6,774000.0,1276833.3333333333,245.77998639693186,5055.5,113750.0,444700.0,3.5,3.0,8.622230334667567,2.4,8.75,6.804395604395604,1.8750206046220288,Leverett
lexington,53,2399000.0,2605845.283018868,559.1549295774648,14924.0,219402.0,1147900.0,5.0,5.0,8.211731092436976,3.2,28.666666666666668,10.934266779701188,1.2251072098633073,Lexington
leyden,1,599000.0,599000.0,175.86611861421022,3913.0,105357.0,344800.0,3.0,3.0,8.622971619365611,2.2,4.5,5.685431437873136,2.243738819320215,Leyden
lincoln,8,1597000.0,2536087.5,549.6919846351194,10039.5,180750.0,1180100.0,3.5,3.0,8.208226552556507,3.2,17.25,8.835408022130014,1.5003237213008616,Lincoln
littleton,5,740000.0,740780.0,372.10248068320453,4612.0,146250.0,633000.0,3.0,2.0,8.225836065573771,3.0,15.5,5.05982905982906,2.642562879444926,Littleton
longmeadow,21,634900.0,692904.7142857143,259.765625,4184.0,144639.0,425800.0,4.0,3.0,8.698818711608128,3.0,28.5,4.389549153409523,2.8807958891013383,Longmeadow
lowell,101,549000.0,548132.594059406,300.68163592622295,3427.0,76205.0,395100.0,3.0,2.0,8.226339622641511,3.2,52.333333333333336,7.204251689521685,1.853054177609182,Lowell
ludlow,30,507450.0,521309.6666666667,249.60523504273505,3344.5,78981.0,303900.0,3.0,2.0,8.699157450401014,3.2,24.75,6.424962965776579,1.9679324263716549,Ludlow
lunenburg,17,749000.0,763246.9411764706,284.27741466957156,4805.0,109753.0,442800.0,3.0,3.0,8.467288287137567,3.0,13.5,6.824414822373876,1.903451266042317,Lunenburg
lynn,100,574450.0,575907.71,379.5539665791578,3700.0,74715.0,472600.0,3.0,2.0,8.215428571428571,3.4,45.333333333333336,7.688549822659439,1.6827702702702703,Lynn
lynnfield,15,1049000.0,1596958.3333333333,426.77824267782427,6528.0,172484.0,904200.0,3.0,3.0,8.212931506849316,3.2,19.0,6.081723522181767,2.2018484477124183,Lynnfield
malden,16,642450.0,624781.1875,399.28454369020534,4027.5,95298.0,607500.0,3.0,2.0,8.225844467283316,3.4,54.83333333333333,6.741484606182711,1.9718187461204222,Malden
manchester,11,2395000.0,2866818.1818181816,631.1098332374928,14879.0,197875.0,932000.0,4.0,4.0,8.200741463414635,3.6,12.0,12.103600758054327,1.1082454017967156,Manchester-by-the-Sea
mansfield,7,749800.0,759100.0,313.25592646347366,4678.0,131409.0,571000.0,4.0,3.0,8.2368,3.0,22.5,5.705849675440799,2.340904232578025,Mansfield
marblehead,29,1325000.0,1791644.8275862068,588.8047138047139,8197.0,165859.0,906200.0,4.0,3.0,8.2128078817734,3.8,41.666666666666664,7.9887133046744525,1.6861758366882194,Marblehead
marion,19,979900.0,1271475.5263157894,481.94087403598974,6188.0,120227.0,585500.0,4.0,3.0,8.33570772527809,3.4,20.5,8.150415464080448,1.6190880198233137,Marion
marlborough,50,535000.0,653035.88,306.05024450687176,3522.5,95047.0,485400.0,3.0,2.0,8.226248226248227,2.8,42.75,5.628794175513167,2.2485687248639694,Marlborough
marshfield,22,1262500.0,1291309.0909090908,406.8856220356208,7926.0,125525.0,621300.0,4.0,3.0,8.321474668581882,3.8,19.0,10.057757418840868,1.3197598620573638,Marshfield
mashpee,62,824500.0,1282832.2258064516,525.1923076923076,5091.5,95852.0,515800.0,3.0,2.0,7.869615690358222,3.6,16.25,8.60180277928473,1.568823856754722,Mashpee
mattapoisett,28,848700.0,1135892.8214285714,403.9801912568306,5370.0,117308.0,671900.0,4.0,3.0,8.335929203539823,3.4,19.5,7.234800695604733,1.8204220980757293,Mattapoisett
maynard,7,525000.0,556713.8571428572,333.48581884720954,3653.0,119549.0,494200.0,3.0,2.0,8.226742857142858,3.0,45.0,4.391504738642732,2.727187699607628,Maynard
medfield,6,924950.0,1077283.3333333333,390.2090144409655,5779.5,214801.0,869400.0,4.0,3.0,8.24834129907376,3.5,28.5,4.306078649540738,3.097168151800905,Medfield
medford,61,935000.0,966752.3770491803,510.4521147301896,5919.0,118089.0,715500.0,3.0,2.0,8.225444071051369,3.4,63.666666666666664,7.91775694603223,1.6625696908261531,Medford
medway,10,799000.0,873169.6,289.16597067557535,4992.0,174357.0,588900.0,3.5,3.0,8.247389737171465,3.2,17.5,4.582551890661115,2.9106069711538463,Medway
melrose,12,1014500.0,1023941.5833333334,426.9904602933641,6252.0,126854.0,796100.0,4.0,2.0,8.218630984937946,3.4,49.5,7.997382818042789,1.6908455960759223,Melrose
mendon,8,752400.0,655437.375,275.2006858120351,4826.5,129837.0,605500.0,4.0,2.0,8.467104176123039,3.2,12.0,5.7949582938607636,2.2417383196933596,Mendon
merrimac,3,700000.0,916662.0,311.1111111111111,4356.0,116477.0,531300.0,4.0,2.0,8.21417142857143,3.5,22.0,6.0097701692179575,2.2282866544230178,Merrimac
methuen,23,659900.0,682329.6521739131,334.63186599142966,4107.0,103270.0,472200.0,3.0,2.0,8.215292153589317,3.2,34.5,6.390045511765275,2.095406217027839,Methuen Town
middleborough,23,589000.0,703256.5217391305,335.50945698596706,3719.0,91914.0,426800.0,3.0,3.0,8.335615954818214,3.4,13.25,6.408164153447788,2.0595590212422694,Middleborough
middleton,11,995000.0,1272990.8181818181,379.8213946418393,6192.0,171458.0,713000.0,4.0,3.0,8.21451256281407,3.2,15.5,5.803170455738432,2.3075204565030147,Middleton
milford,26,589950.0,583957.6538461539,307.1601697153342,3784.5,92726.0,442500.0,3.0,2.0,8.468199011552706,3.0,27.0,6.362293207945991,2.041793279605408,Milford
millbury,11,549900.0,545118.1818181818,280.8779761904762,3528.0,116000.0,415600.0,3.0,2.0,8.4678,2.8,25.5,4.74051724137931,2.7399848828420255,Millbury
millis,19,975000.0,1022478.8947368421,362.67682263329704,6330.0,149021.0,570300.0,4.0,3.0,8.24687302590019,3.4,19.5,6.542702035283618,1.9618351764086361,Millis
millville,2,399000.0,399000.0,250.87022311651998,2566.5,115789.0,418000.0,2.5,1.5,8.512749221902503,3.1,24.5,3.445923187867587,3.7596272485226314,Millville
milton,34,925000.0,1724364.705882353,516.3022029276693,5779.5,178053.0,896500.0,4.0,3.0,8.247259779816332,3.4,36.333333333333336,5.1950823631166,2.567306860455057,Milton
monroe,3,230000.0,353000.0,67.6470588235294,1505.0,64375.0,147900.0,3.0,3.0,8.637391304347826,2.2,4.0,3.5728155339805827,3.5645071982281284,Monroe
monson,20,462450.0,501519.95,205.6989901989902,3047.0,84067.0,315500.0,4.0,3.0,8.69965522777295,3.2,13.0,5.5009694648316225,2.299174050979105,Monson
montague,4,417000.0,370250.0,193.13724246958668,2724.0,72344.0,262100.0,3.0,2.0,8.622742602608973,2.6,12.25,5.7641269490213425,2.213166911404797,Montague
monterey,4,867000.0,1243247.5,368.473062248996,5612.5,131111.0,555200.0,4.0,3.0,8.544774933839722,2.3,2.75,6.612717468404634,1.9467112100965107,Monterey
montgomery,1,160000.0,160000.0,160.16016016016016,1097.0,125000.0,338600.0,2.0,1.0,9.050250000000002,2.6,1.5,1.28,9.495594044363415,Montgomery
mount washington,1,584900.0,584900.0,413.06497175141243,3787.0,127813.0,593800.0,3.0,1.0,8.546486578902377,2.4,0.5,4.576216816755729,2.8125385089340726,Mount Washington
nahant,11,1149999.0,1922536.2727272727,528.2021151586368,7006.0,111004.0,686000.0,3.0,2.0,8.20128,3.6,20.5,10.359978018810134,1.3203444666476354,Nahant
nantucket,122,3995000.0,4684963.1147540985,1643.237228788203,22223.0,119750.0,1387000.0,4.0,4.0,7.342798985787843,3.0,25.5,33.36116910229645,0.4490467833625823,Nantucket
natick,42,1080000.0,1345147.5952380951,462.0086477987421,6898.0,134591.0,740700.0,4.0,3.0,8.223874756995581,3.0,36.0,8.024310689422027,1.6259664637092877,Natick
needham,51,2390000.0,2278621.568627451,514.8809523809524,14908.0,212241.0,1146000.0,5.0,5.0,8.233982956650612,3.2,26.0,11.260783731701226,1.186393211698417,Needham
new bedford,36,467000.0,490463.72222222225,287.6797487902102,2914.0,56025.0,324400.0,4.0,2.0,8.236611091234346,3.6,38.0,8.335564480142793,1.6021791352093342,New Bedford
new marlborough,8,1522500.0,1874125.0,473.9818148250715,9818.0,94038.0,486800.0,4.0,3.0,8.544237060081665,2.4,10.25,16.190263510495758,0.7981768180892239,New Marlborough
new salem,1,495000.0,495000.0,189.22018348623854,3233.0,78611.0,346800.0,4.0,2.0,8.621333333333334,2.2,2.5,6.296828688097086,2.0262655943911745,New Salem
newbury,13,1275000.0,1464000.0,891.6666666666666,7888.0,176196.0,776100.0,3.0,3.0,8.200821484992101,3.9,18.5,7.2362596199686715,1.8614350912778905,Newbury
newburyport,36,962500.0,1152848.75,548.2743479513158,5990.5,144259.0,792400.0,3.0,3.0,8.215059026687598,3.2,55.5,6.6720273951711855,2.006774615363214,Newburyport
newton,216,1877500.0,2151418.347222222,580.0923327676167,11789.0,184989.0,1202500.0,4.0,4.0,8.212085106382979,3.2,48.333333333333336,10.149252117693484,1.3076384765459326,Newton
norfolk,10,900950.0,1219670.0,407.47947777486684,5655.5,197379.0,694300.0,3.0,3.5,8.240234482758622,3.2,12.0,4.56456867245249,2.9083635399168952,Norfolk
north adams,48,258900.0,336143.75,133.56753545087443,1683.0,48521.0,185300.0,3.5,2.0,8.634759825327512,2.4,42.0,5.335833968797016,2.4025054466230937,North Adams
north andover,32,774950.0,907674.9375,351.0686121927089,4823.0,134319.0,670000.0,3.0,3.0,8.215306505913905,3.2,31.0,5.769474162255526,2.3208065519386274,North Andover
north attleboro,12,514900.0,548675.0,311.3621691413815,3296.0,109426.0,462700.0,3.0,2.0,8.238138709127,3.0,37.5,4.70546305265659,2.7666363268608416,North Attleborough Town
north brookfield,5,349900.0,420140.0,244.88124488124487,2245.0,81010.0,316500.0,4.0,2.0,8.469276936267505,2.8,24.0,4.319219849401309,3.0070527097253152,North Brookfield
north reading,9,899000.0,1209411.111111111,393.1111111111111,5603.0,150820.0,680000.0,4.0,3.0,8.226278284785598,3.4,13.5,5.960747911417584,2.2431435540484266,North Reading
northborough,19,1050000.0,1181210.5263157894,330.88054942359577,6735.0,174358.0,598500.0,4.0,3.0,8.466180882983283,2.8,20.0,6.022092476399133,2.1573620390992327,Northborough
northbridge,9,589900.0,560177.6666666666,277.82462057335584,3889.5,103355.0,429600.0,3.0,3.0,8.46842513284578,3.2,23.0,5.707512940834986,2.214402022539315,Northbridge
northfield,3,325000.0,362666.6666666667,211.53846153846155,2122.0,102470.0,337200.0,3.0,1.0,8.620884955752214,2.6,5.5,3.1716599980482094,4.02411247251021,Northfield
norton,8,662450.0,718550.0,320.3190203190203,4133.5,127404.0,476900.0,3.0,2.5,8.236428881537748,3.4,19.5,5.199601268406015,2.568525462682956,Norton
norwell,11,1129000.0,1472363.6363636365,362.5290023201856,6981.0,182637.0,799600.0,4.0,3.0,8.333952,3.6,17.5,6.181660890181069,2.180167597765363,Norwell
norwood,17,895000.0,919682.3529411765,385.6060606060606,5592.0,97110.0,613500.0,4.0,3.0,8.247630769230769,3.2,50.5,9.216352589846565,1.447156652360515,Norwood
oak bluffs,2,749000.0,749000.0,897.7125649864253,4426.0,117927.0,893000.0,2.5,1.0,7.787162446515605,3.825,53.25,6.3513868749311015,2.2203456845910527,Oak Bluffs
oakham,1,825000.0,825000.0,310.73446327683615,5293.0,96207.0,379600.0,3.0,3.0,8.468800000000002,2.6,10.5,8.575259596495057,1.514689212167013,Oakham
orange,19,299900.0,349073.6842105263,220.58823529411765,1958.0,54105.0,223900.0,3.0,2.0,8.622529832935562,2.2,18.5,5.5429257924406246,2.302732379979571,Orange
orleans,24,1967500.0,2770923.4583333335,826.4941219917523,11632.5,98798.0,816700.0,4.0,4.0,7.804760000000001,3.4,19.0,19.914370736249722,0.707772763091912,Orleans
otis,26,627500.0,708673.0769230769,312.3739368165249,4061.5,104089.0,374500.0,3.0,2.0,8.544690299259008,2.4,7.25,6.028494845756996,2.1356846813574624,Otis
oxford,14,418500.0,462020.5714285714,264.936435112564,2885.5,104000.0,345000.0,3.0,2.0,8.469231403979936,3.0,18.0,4.024038461538462,3.0035233639461674,Oxford
palmer,21,350000.0,369166.61904761905,217.22365038560412,2356.0,78789.0,255000.0,3.0,2.0,8.699428571428571,3.2,13.5,4.442244475751691,2.7868208828522922,Palmer Town
paxton,6,529950.0,574799.8333333334,238.2412999422107,3399.5,133750.0,464700.0,3.0,2.5,8.46694583942115,2.9,12.5,3.9622429906542056,3.278668431632103,Paxton
peabody,36,624950.0,611396.7777777778,379.72836538461536,4045.5,95278.0,566200.0,3.0,2.0,8.215780836852296,3.2,37.0,6.559226684019396,1.962633378651176,Peabody
pembroke,17,650000.0,849617.6470588235,340.67063277447267,4105.0,141332.0,550300.0,4.0,2.0,8.336307692307694,3.4,15.5,4.599099991509354,2.8691027202598454,Pembroke
pepperell,9,555000.0,558944.4444444445,279.00244157656084,3458.0,126976.0,459800.0,3.0,2.0,8.226310517529216,3.1,14.0,4.370904737903226,3.059957586273376,Pepperell
peru,6,375000.0,469800.0,333.2375583771162,2427.0,83125.0,255400.0,3.0,1.5,8.54428252550937,1.9,8.25,4.511278195488722,2.854175250652383,Peru
petersham,3,425000.0,448966.6666666667,373.1211317418214,2727.0,107656.0,375000.0,2.0,2.0,8.469741176470588,2.3,8.0,3.9477595303559485,3.289817870675957,Petersham
phillipston,3,269900.0,381633.3333333333,281.1458333333333,1732.0,92027.0,339300.0,2.0,2.0,8.467008000000002,2.2,9.0,2.932834928879568,4.4277809853733645,Phillipston
pittsfield,140,329900.0,479721.34285714285,207.64613401493952,2150.0,68386.0,233700.0,3.0,2.0,8.545517428839418,2.2,26.166666666666664,4.824086801392098,2.6506201550387596,Pittsfield
plainville,9,520000.0,552633.2222222222,325.2367229312474,3248.0,95625.0,461200.0,3.0,2.0,8.247432762836187,3.0,28.0,5.437908496732026,2.453432881773399,Plainville
plymouth,222,825000.0,863922.4549549549,368.90689805719273,5538.0,111975.0,494700.0,3.0,3.0,8.683542105786644,3.6,9.5,7.367716008037508,1.6849494402311305,Plymouth
plympton,7,950000.0,1085285.7142857143,340.6940063091483,6000.0,119750.0,499300.0,3.0,3.0,8.336437718277066,3.8,17.5,7.933194154488517,1.6631944444444444,Plympton
princeton,4,642450.0,599925.0,285.30423081945673,4121.0,150577.0,496400.0,3.5,2.0,8.467748262341907,2.7,9.75,4.26658785870352,3.044912238129904,Princeton
provincetown,40,1585000.0,2259162.475,1566.1722350230416,9597.0,104500.0,769500.0,2.0,2.0,8.062080000000002,4.25,75.25,15.167464114832535,0.907401618561356,Provincetown
quincy,103,729900.0,957509.5436893204,489.69072164948454,4893.0,95711.0,598100.0,3.0,2.0,8.249381172646581,3.4,46.0,7.626082686420578,1.630066762041011,Quincy
randolph,27,525000.0,553318.4814814815,365.990990990991,3479.0,103129.0,463500.0,3.0,2.0,8.248222803508233,3.0,36.666666666666664,5.090711633003326,2.470274025102999,Randolph Town
raynham,11,675000.0,644626.7272727273,243.56360424028267,4212.0,117950.0,508600.0,3.0,3.0,8.236891191709846,3.0,16.0,5.722763883001272,2.333610319721431,Raynham
reading,16,659499.5,820693.6875,480.3373118506172,4234.5,163725.0,741100.0,3.0,2.0,8.22598393063816,3.2,44.75,4.028092838601313,3.222045105679537,Reading
rehoboth,9,649000.0,655044.4444444445,267.4070716228468,4050.0,126161.0,487000.0,4.0,2.0,8.236853704017632,3.4,14.0,5.1442204801800875,2.5959053497942386,Rehoboth
revere,66,686500.0,679394.0757575758,435.4497046769527,4313.0,81121.0,566200.0,3.0,2.0,7.853005217012985,3.7,55.833333333333336,8.462666880339246,1.5673738310534044,Revere
richmond,8,694450.0,849487.5,274.30724133532544,4495.0,96923.0,537700.0,4.0,2.5,8.543564131208846,2.5,10.5,7.164966003941273,1.7968668891360773,Richmond
rochester,11,699000.0,837354.5454545454,319.17808219178085,4415.0,119239.0,541600.0,3.0,3.0,8.336,3.6,16.0,5.862175965917191,2.250641751604379,Rochester
rockland,18,499450.0,495016.5,337.6867381622128,3419.0,101475.0,452300.0,3.0,2.0,8.366862884899621,3.2,29.75,4.9219019462921905,2.473310909622697,Rockland
rockport,17,1275000.0,1773117.6470588236,686.0902255639098,7888.0,93227.0,692500.0,3.0,2.0,8.201082352941176,3.6,20.0,13.676295493794717,0.9849032285327924,Rockport
rowe,2,422000.0,422000.0,343.06309703368527,2756.5,87917.0,262100.0,2.5,1.5,8.622200107129768,2.0,8.0,4.799981801016868,2.657869278674648,Rowe
rowley,4,1049750.0,1051250.0,415.2079309171206,6454.5,117177.0,633900.0,3.5,3.0,8.208156890003032,3.1,30.25,8.958669363441631,1.5128592454876444,Rowley
royalston,1,179900.0,179900.0,159.48581560283688,1202.0,101705.0,324000.0,4.0,1.0,8.819566425792107,3.6,10.5,1.7688412565753897,7.051095396561286,Royalston
russell,2,639500.0,639500.0,193.17951318458418,4214.5,105833.0,285100.0,4.5,3.0,8.699255965825397,2.2,1.75,6.042538716657376,2.0926365326056864,Russell
rutland,13,599900.0,555176.8461538461,262.5762195121951,3848.0,155504.0,439200.0,3.0,2.0,8.467924528301888,2.7,11.5,3.8577785780430087,3.3676368676368673,Rutland
salem,68,599000.0,672955.8676470588,427.59247597199106,4007.5,85137.0,497400.0,3.0,2.0,8.858168074688209,3.8,59.0,7.03571890012568,1.7703680598877105,Salem
salisbury,24,697000.0,907649.9583333334,497.8302947052947,4506.0,102521.0,450100.0,3.0,2.0,8.215954629061926,4.2,28.25,6.798607114639927,1.8960090250036987,Salisbury
sandisfield,10,600000.0,1141589.9,319.7967080631906,3884.0,88250.0,338400.0,3.5,3.0,8.544288577154308,2.4,4.5,6.798866855524079,1.893451767936835,Sandisfield
sandwich,63,699900.0,943820.5555555555,447.8046594982079,4145.0,118799.0,545000.0,3.0,2.0,7.818687430478309,3.6,20.0,5.891463732859704,2.388399678327302,Sandwich
saugus,27,799900.0,801622.1481481482,361.8099547511312,4911.0,100819.0,589500.0,4.0,3.0,8.21445185891325,3.6,37.333333333333336,7.934020373143951,1.710768343175185,Saugus
savoy,5,299999.0,396599.8,306.12142857142857,1942.0,55000.0,267200.0,3.0,2.0,8.54482848276161,2.2,9.0,5.4545272727272724,2.360109852385856,Savoy
scituate,52,1312450.0,1680308.7307692308,580.6840077071291,8352.5,131861.0,789000.0,4.0,3.0,8.322138680033417,3.4,24.0,9.953284140117244,1.3155841564401876,Scituate
seekonk,13,724900.0,795115.3076923077,319.05642923219244,4523.0,116310.0,461600.0,3.0,3.0,8.236126413453174,3.0,17.0,6.232482159745508,2.1429361043555164,Seekonk
sharon,19,775000.0,951594.6842105263,378.5949506037322,4842.0,183724.0,697900.0,3.0,2.0,8.247163619315518,3.2,21.75,4.2182839476606215,3.1619854054798293,Sharon
sheffield,26,895000.0,1183880.7692307692,317.0182288136359,5794.0,83889.0,400700.0,4.0,3.0,8.544625500383273,2.6,13.25,10.668860041244978,1.2065498791853642,Sheffield
shelburne,6,362000.0,406400.0,180.68672423097678,2549.0,79676.0,371100.0,3.0,2.0,8.668934106345455,2.5,38.75,4.543400773131181,2.604812344710344,Shelburne
sherborn,7,1450000.0,1647142.857142857,455.75896262395116,7800.0,247500.0,944400.0,4.0,3.0,8.205241379310344,3.2,15.0,5.858585858585859,2.644230769230769,Sherborn
shirley,7,520000.0,506828.5714285714,298.85714285714283,3240.0,121875.0,412700.0,3.0,2.0,8.225656414103526,3.0,15.5,4.266666666666667,3.134645061728395,Shirley
shrewsbury,22,757450.0,877563.0909090909,324.1179512084128,4859.0,136225.0,555500.0,4.0,3.0,8.467521625381533,2.8,22.0,5.56028629106258,2.3363003361459835,Shrewsbury
shutesbury,5,380000.0,556780.0,334.2128408091469,2724.0,108021.0,335100.0,3.0,2.0,8.621684210526317,2.1,14.0,3.5178344951444624,3.304607195301028,Shutesbury
somerset,8,534950.0,525599.875,356.9365553095215,3338.0,111720.0,389400.0,3.0,2.0,8.236523362705405,3.4,46.0,4.7883100608664515,2.7890952666267226,Somerset
somerville,105,1175000.0,1224422.8,640.5677655677656,7351.0,127056.0,899400.0,3.0,2.0,8.374382921947966,3.4,86.33333333333333,9.247890693867271,1.4403482519385118,Somerville
southborough,7,910000.0,1683371.4285714286,389.48247078464107,5837.0,192006.0,796700.0,4.0,3.0,8.466857142857144,2.8,14.0,4.739435225982521,2.7412198046941922,Southborough
southbridge,15,399900.0,438140.0,192.73127753303964,2565.0,59397.0,267000.0,4.0,2.0,8.468173634726945,2.6,32.5,6.732663265821506,1.9297270955165693,Southbridge Town
southfield,5,990000.0,1183400.0,350.0,6409.0,,,4.0,3.0,8.54360902255639,2.5999999999999996,7.5,,,Southfield
southwick,10,549950.0,596530.0,301.06347669957427,3624.0,108833.0,375700.0,3.0,2.0,8.699224086530958,2.8,18.75,5.053154833552323,2.502598417954378,Southwick
spencer,14,589900.0,701728.5,278.31072585514016,3785.0,79086.0,368300.0,3.0,2.5,8.46743167042738,2.6,11.25,7.458968717598563,1.7412153236459709,Spencer
springfield,213,319000.0,345333.9812206573,182.3607427055703,2129.0,51339.0,222700.0,4.0,2.0,8.700000000000001,2.8,54.0,6.213599797424959,2.0095115077501173,Springfield
sterling,9,550000.0,816844.4444444445,308.03351404632826,3528.0,136027.0,467400.0,4.0,3.0,8.46721280243856,2.8,10.0,4.043314930124167,3.2130338246409678,Sterling
stockbridge,14,1006000.0,1076635.7142857143,379.35467288913054,6645.0,131667.0,542300.0,4.0,3.0,8.533515658432211,2.4,15.75,7.640486986108896,1.651203912716328,Stockbridge
stoneham,18,782450.0,829966.6111111111,418.6674949526324,4925.5,112635.0,629000.0,3.0,2.0,8.226397867182737,3.2,38.33333333333333,6.946774981133751,1.9056440970459851,Stoneham
stoughton,30,579950.0,590479.9666666667,344.96119331742244,3623.5,104164.0,496700.0,3.0,2.0,8.248084054887716,3.0,46.0,5.567662532160823,2.395565981325606,Stoughton
stow,3,989000.0,914333.3333333334,377.22222222222223,6163.0,177862.0,657900.0,3.0,2.0,8.223269513991164,3.2,14.5,5.5604907175225735,2.404970523013684,Stow
sturbridge,13,549900.0,730976.0,237.33597046413502,3528.0,129606.0,397000.0,3.0,3.0,8.46804221137187,2.6,9.0,4.242859126892274,3.0613662131519273,Sturbridge
sudbury,10,1044900.0,1251180.0,400.55879328934907,6440.0,234634.0,939400.0,4.0,3.0,8.225197974658036,3.0,18.25,4.453318785853712,3.036154244306418,Sudbury
sunderland,6,482450.0,707466.6666666666,316.3434338133924,3151.5,61442.0,391200.0,3.0,2.0,8.621060299628216,3.2,16.0,7.852120699195989,1.6246760801734625,Sunderland
sutton,13,799900.0,793884.6153846154,272.2537878787879,4747.0,156215.0,523000.0,4.0,3.0,8.466820809248556,3.0,10.0,5.120506993566559,2.74234604311495,Sutton
swampscott,23,950000.0,1258865.2173913044,393.4563758389262,5913.0,128964.0,690800.0,3.0,3.0,8.214472290857747,3.6,50.0,7.366396823919853,1.8175207170640961,Swampscott
swansea,6,662450.0,777966.6666666666,321.4576973517451,4134.0,116627.0,414900.0,3.5,2.5,8.236017793825503,3.4,18.5,5.68007408233085,2.350971617481051,Swansea
taunton,71,542400.0,531119.661971831,291.1931818181818,3327.0,79715.0,388200.0,3.0,2.0,8.237442922374429,3.0,34.75,6.8042401053754,1.9966686704739005,Taunton
templeton,2,491200.0,491200.0,263.8693260477409,3151.5,103277.0,324800.0,3.0,2.5,8.469083463750385,2.2,9.5,4.756141251198234,2.730895340842985,Templeton
tewksbury,10,712000.0,716259.8,322.1958656395507,4437.0,125966.0,543800.0,4.0,2.0,8.22569205681702,3.4000000000000004,15.5,5.652318879697696,2.3658252573059873,Tewksbury
tolland,8,429500.0,539049.875,266.4939841641285,2936.5,106458.0,331700.0,3.0,2.0,9.15497145174597,2.4,4.75,4.034454902402826,3.0211135705772176,Tolland
topsfield,9,1179000.0,1367311.111111111,389.8809523809524,7183.0,176698.0,810400.0,4.0,3.0,8.200913649025072,3.6,14.0,6.6724014986021345,2.0499559144275836,Topsfield
townsend,6,449900.0,434125.0,236.46929073154018,3078.5,120238.0,391700.0,3.0,2.0,8.225948207051763,3.0,11.75,3.741745538016268,3.2547777597314713,Townsend
truro,23,1099000.0,1445842.391304348,887.2458410351202,6382.0,94637.0,771000.0,3.0,2.0,7.819175879396985,4.0,15.0,11.61279415027949,1.2357280894181553,Truro
tyngsborough,4,459450.0,1090950.0,303.33953822885485,3251.0,144375.0,533300.0,3.0,2.0,9.038712344221423,2.9,12.5,3.1823376623376625,3.7007843740387574,Tyngsborough
tyringham,3,1475000.0,1464666.6666666667,497.64274489261396,9494.0,150000.0,613100.0,3.0,3.0,8.545263157894736,2.2,6.0,9.833333333333334,1.3166210238045082,Tyringham
upton,12,895890.5,931906.75,345.6411662168241,5773.0,155952.0,561300.0,4.0,3.0,8.467286216695209,3.2,18.75,5.744655406791833,2.251169236099082,Upton
uxbridge,13,519000.0,574799.9230769231,257.67284991568295,3329.0,127083.0,415500.0,3.0,2.0,8.467858095492133,3.1,28.5,4.083945138216756,3.1812105737458696,Uxbridge
village of nagog woods,1,485000.0,485000.0,228.8815478999528,3733.0,,,2.0,3.0,10.159917525773198,,36.0,,,Village Of Nagog Woods
wakefield,12,804450.0,876058.25,362.4928994256037,5013.0,130320.0,670100.0,3.0,2.0,8.225948577391147,3.2,38.16666666666667,6.172882136279926,2.166367444643926,Wakefield
wales,4,494399.5,412174.75,301.1739393939394,3258.0,93971.0,272600.0,3.0,2.0,8.699293467818151,3.0,5.75,5.2611922827255215,2.403596275833845,Wales
walpole,15,659000.0,924973.3333333334,364.4008409250175,4614.0,159720.0,647600.0,4.0,2.0,8.24739446257501,3.0,24.5,4.125970448284498,2.8846987429562203,Walpole
waltham,47,949900.0,1234133.5106382978,485.7050032488629,5919.0,116560.0,705700.0,4.0,3.0,8.224996969329617,3.4,55.0,8.149450926561428,1.6410429689699837,Waltham
wareham,52,458750.0,640923.0384615385,359.06889051152683,2928.5,82741.0,398000.0,2.0,2.0,8.33647714407898,4.0,24.5,5.544409663890937,2.3544761254339535,Wareham
warren,6,369900.0,379083.3333333333,207.35765252733586,2460.0,66587.0,339500.0,3.0,2.0,8.46787546969776,2.8,6.166666666666666,5.5551383903764995,2.255657181571816,Warren
warwick,2,404950.0,404950.0,207.82077205882354,2645.5,95000.0,301400.0,3.5,2.0,8.624030005455538,2.5,4.25,4.262631578947368,2.9925029925029927,Warwick
washington,3,479000.0,882000.0,213.86946386946386,3101.0,89345.0,358900.0,4.0,2.0,8.545553235908143,2.2,4.5,5.361240136549331,2.400972804471676,Washington
watertown,67,1185000.0,1078211.9253731344,529.0123456790124,7229.0,123422.0,737600.0,4.0,3.0,8.353200000000001,3.4,71.0,9.601205619743643,1.4227647899663391,Watertown Town
wayland,13,1099000.0,1395607.6153846155,446.7105263157895,6704.0,221250.0,936900.0,3.0,3.0,8.224376470588236,3.1,17.5,4.967231638418079,2.7502237470167064,Wayland
webster,12,472400.0,546450.0,250.97364824282207,3030.5,68934.0,339600.0,3.5,2.5,8.467952214145424,3.1,42.25,6.852931789827951,1.8955617884837486,Webster
wellesley,55,2695000.0,3090841.8181818184,690.4411764705883,16810.0,250001.0,1513400.0,4.0,5.0,8.23385407725322,3.0,33.0,10.77995688017248,1.239346619075947,Wellesley
wellfleet,20,899000.0,1447470.0,737.695508681303,5325.0,114074.0,751000.0,3.0,2.0,7.81695724303472,3.8,26.0,7.8808492732787485,1.7851956181533646,Wellfleet
